0	nul
1	een
2	twee
3	drie
4	vier
5	vyf
6	ses
7	sewe
8	agt
9	nege
10	tien
11	elf
12	twaalf
13	dertien
14	veertien
15	vyftien
16	sestien
17	sewentien
18	agtien
19	negentien
20	twintig
21	een en twintig
22	twee en twintig
23	drie en twintig
24	vier en twintig
25	vyf en twintig
26	ses en twintig
27	sewe en twintig
28	agt en twintig
29	nege en twintig
30	dertig
31	een en dertig
32	twee en dertig
33	drie en dertig
34	vier en dertig
35	vyf en dertig
36	ses en dertig
37	sewe en dertig
38	agt en dertig
39	nege en dertig
40	veertig
41	een en veertig
42	twee en veertig
43	drie en veertig
44	vier en veertig
45	vyf en veertig
46	ses en veertig
47	sewe en veertig
48	agt en veertig
49	nege en veertig
50	vyftig
51	een en vyftig
52	twee en vyftig
53	drie en vyftig
54	vier en vyftig
55	vyf en vyftig
56	ses en vyftig
57	sewe en vyftig
58	agt en vyftig
59	nege en vyftig
60	sestig
61	een en sestig
62	twee en sestig
63	drie en sestig
64	vier en sestig
65	vyf en sestig
66	ses en sestig
67	sewe en sestig
68	agt en sestig
69	nege en sestig
70	sewentig
71	een en sewentig
72	twee en sewentig
73	drie en sewentig
74	vier en sewentig
75	vyf en sewentig
76	ses en sewentig
77	sewe en sewentig
78	agt en sewentig
79	nege en sewentig
80	tagtig
81	een en tagtig
82	twee en tagtig
83	drie en tagtig
84	vier en tagtig
85	vyf en tagtig
86	ses en tagtig
87	sewe en tagtig
88	agt en tagtig
89	nege en tagtig
90	negentig
91	een en negentig
92	twee en negentig
93	drie en negentig
94	vier en negentig
95	vyf en negentig
96	ses en negentig
97	sewe en negentig
98	agt en negentig
99	nege en negentig
100	een honderd
1000	een duisend
10000	tien duisend
100000	een honderd duisend
1000000	een miljoen
10000000	tien miljoen
100000000	een honderd miljoen
1000000000	een miljard
10000000000	tien miljard
100000000000	een honderd miljard
